,order_number,line_item,order_date,delivery_date,customerkey,storekey,productkey,quantity,currency_code,gender,name,city,state_code,state,zip_code,country,continent,birthday,date,currency,exchange,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,square_meters,open_date
2678,2176000,7,2020-12-15,Not Available,1713326,54,1675,3,USD,Male,Donald Woodson,Cairo,NE,Nebraska,68824,United States,North America,1998-11-14,2020-12-15,USD,1.0,MGS Hand Games men M300 Red,Tailspin Toys,Red,3.17,6.89,701,Boxed Games,7,Games and Toys,2000.0,2013-06-07
2679,1487016,1,2019-01-26,Not Available,1314795,54,110,2,USD,Female,Aurora Poole,Omaha,NE,Nebraska,68104,United States,North America,1958-08-25,2019-01-26,USD,1.0,WWI Stereo Bluetooth Headphones New Generation M370 Blue,Wide World Importers,Blue,61.16,132.99,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2680,1362000,5,2018-09-23,Not Available,1766887,54,101,1,USD,Female,Sabrina Aikens,Merna,NE,Nebraska,68856,United States,North America,1973-12-20,2018-09-23,USD,1.0,WWI Wireless Bluetooth Stereo Headphones M170 Pink,Wide World Importers,Pink,55.18,120.0,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2681,783016,1,2017-02-21,Not Available,2040948,54,1486,2,USD,Male,Petronio Alicea,Lincoln,NE,Nebraska,68501,United States,North America,1968-05-04,2017-02-21,USD,1.0,The Phone Company Smart phones 320 x 320 M86 Grey,The Phone Company,Grey,132.44,288.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2013-06-07
2682,1279008,4,2018-07-02,Not Available,1831168,54,1294,2,USD,Male,Bruce Mosley,Omaha,NE,Nebraska,68164,United States,North America,1950-10-28,2018-07-02,USD,1.0,Contoso Telephoto Conversion Lens X400 White,Contoso,White,197.14,595.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2013-06-07
2683,1729006,2,2019-09-25,Not Available,2016041,54,1631,1,USD,Male,Melvin Berg,Red Cloud,NE,Nebraska,68970,United States,North America,1981-12-31,2019-09-25,USD,1.0,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Black,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
2684,1819019,1,2019-12-24,Not Available,1849661,54,1417,3,USD,Female,Karen Howard,Omaha,NE,Nebraska,68132,United States,North America,1957-04-11,2019-12-24,USD,1.0,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,The Phone Company,Black,123.24,268.0,503,Touch Screen Phones,5,Cell phones,2000.0,2013-06-07
2685,1981016,3,2020-06-03,Not Available,1590518,54,1417,3,USD,Male,Robert Carson,Omaha,NE,Nebraska,68102,United States,North America,1992-10-12,2020-06-03,USD,1.0,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,The Phone Company,Black,123.24,268.0,503,Touch Screen Phones,5,Cell phones,2000.0,2013-06-07
2686,1981016,1,2020-06-03,Not Available,1590518,54,1640,1,USD,Male,Robert Carson,Omaha,NE,Nebraska,68102,United States,North America,1992-10-12,2020-06-03,USD,1.0,Contoso DVD 60 DVD Storage Binder L20 Red,Contoso,Red,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
2687,1014003,1,2017-10-10,Not Available,1414241,54,1637,6,USD,Female,Cynthia Reed,Scottsbluff,NE,Nebraska,69361,United States,North America,1948-09-25,2017-10-10,USD,1.0,Contoso DVD 48 DVD Storage Binder M50 Red,Contoso,Red,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
2688,623010,1,2016-09-14,Not Available,1706633,54,65,2,USD,Female,Patricia Harrison,Shelton,NE,Nebraska,68876,United States,North America,1946-10-28,2016-09-14,USD,1.0,WWI 2GB Spy Video Recorder Pen M300 Purple,Wide World Importers,Purple,83.24,181.0,104,Recording Pen,1,Audio,2000.0,2013-06-07
2689,976006,1,2017-09-02,Not Available,1766887,54,53,5,USD,Female,Sabrina Aikens,Merna,NE,Nebraska,68856,United States,North America,1973-12-20,2017-09-02,USD,1.0,WWI 4GB Video Recording Pen X200 Black,Wide World Importers,Black,98.07,296.0,104,Recording Pen,1,Audio,2000.0,2013-06-07
2690,1536022,2,2019-03-16,Not Available,1813480,54,1184,6,USD,Male,Steven Prado,Grand Island,NE,Nebraska,68801,United States,North America,1958-03-29,2019-03-16,USD,1.0,Fabrikam Business Videographer 1'' 25mm M600 White,Fabrikam,White,409.28,890.0,405,Camcorders,4,Cameras and camcorders,2000.0,2013-06-07
2691,2079004,2,2020-09-09,Not Available,1309524,54,1607,1,USD,Male,Vincent Murphy,Omaha,NE,Nebraska,68102,United States,North America,1952-04-02,2020-09-09,USD,1.0,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
2692,1640015,4,2019-06-28,Not Available,1887682,54,2010,1,USD,Male,Ronnie Williams,Scotia,NE,Nebraska,68875,United States,North America,1985-07-25,2019-06-28,USD,1.0,Fabrikam Microwave 1.0CuFt E1100 Black,Fabrikam,Black,71.37,139.99,803,Microwaves,8,Home Appliances,2000.0,2013-06-07
2693,1362000,1,2018-09-23,Not Available,1766887,54,423,4,USD,Female,Sabrina Aikens,Merna,NE,Nebraska,68856,United States,North America,1973-12-20,2018-09-23,USD,1.0,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works,Black,275.46,599.0,303,Desktops,3,Computers,2000.0,2013-06-07
2694,1480038,2,2019-01-19,Not Available,1590518,54,1565,3,USD,Male,Robert Carson,Omaha,NE,Nebraska,68102,United States,North America,1992-10-12,2019-01-19,USD,1.0,The Phone Company PDA Handheld 3.5 inch M610 White,The Phone Company,White,117.27,255.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2013-06-07
2695,594003,2,2016-08-16,Not Available,1390363,54,1565,2,USD,Male,Leonard Krueger,Grand Island,NE,Nebraska,68801,United States,North America,1965-09-21,2016-08-16,USD,1.0,The Phone Company PDA Handheld 3.5 inch M610 White,The Phone Company,White,117.27,255.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2013-06-07
2696,1279008,1,2018-07-02,Not Available,1831168,54,450,1,USD,Male,Bruce Mosley,Omaha,NE,Nebraska,68164,United States,North America,1950-10-28,2018-07-02,USD,1.0,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.48,919.0,303,Desktops,3,Computers,2000.0,2013-06-07
2697,1508031,2,2019-02-16,Not Available,1849661,54,456,1,USD,Female,Karen Howard,Omaha,NE,Nebraska,68132,United States,North America,1957-04-11,2019-02-16,USD,1.0,WWI Desktop PC2.30 M2300 White,Wide World Importers,White,257.06,559.0,303,Desktops,3,Computers,2000.0,2013-06-07
2698,1819019,2,2019-12-24,Not Available,1849661,54,1581,1,USD,Female,Karen Howard,Omaha,NE,Nebraska,68132,United States,North America,1957-04-11,2019-12-24,USD,1.0,SV DVD Recorder L240 Gold,Southridge Video,Gold,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
2699,1279008,6,2018-07-02,Not Available,1831168,54,448,1,USD,Male,Bruce Mosley,Omaha,NE,Nebraska,68164,United States,North America,1950-10-28,2018-07-02,USD,1.0,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Black,137.6,269.9,303,Desktops,3,Computers,2000.0,2013-06-07
2700,1872028,3,2020-02-15,Not Available,1635245,54,1527,6,USD,Female,Ruth Dixon,Spalding,NE,Nebraska,68665,United States,North America,1984-05-09,2020-02-15,USD,1.0,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,The Phone Company,Black,123.24,268.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2013-06-07
2701,621004,1,2016-09-12,Not Available,2005336,54,102,2,USD,Male,Augustyn Pawlak,Humphrey,NE,Nebraska,68642,United States,North America,1980-10-10,2016-09-12,USD,1.0,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Silver,52.88,115.0,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2702,1963020,1,2020-05-16,Not Available,1773061,54,444,6,USD,Male,Joseph Orr,Bridgeport,NE,Nebraska,69336,United States,North America,1992-06-10,2020-05-16,USD,1.0,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Black,304.48,919.0,303,Desktops,3,Computers,2000.0,2013-06-07
2703,1637004,1,2019-06-25,Not Available,1723103,54,719,3,USD,Male,Juan Gardner,South Sioux City,NE,Nebraska,68776,United States,North America,1974-07-25,2019-06-25,USD,1.0,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,Proseware,White,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2013-06-07
2704,857012,3,2017-05-06,Not Available,1906975,54,440,1,USD,Male,Jules Boncoeur,Omaha,NE,Nebraska,68114,United States,North America,1983-03-09,2017-05-06,USD,1.0,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Silver,112.14,219.95,303,Desktops,3,Computers,2000.0,2013-06-07
2705,2014000,5,2020-07-06,Not Available,2001755,54,440,4,USD,Female,Mie Huus,Lincoln,NE,Nebraska,68501,United States,North America,1960-01-09,2020-07-06,USD,1.0,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Silver,112.14,219.95,303,Desktops,3,Computers,2000.0,2013-06-07
2706,1517033,2,2019-02-25,Not Available,1887682,54,97,4,USD,Male,Ronnie Williams,Scotia,NE,Nebraska,68875,United States,North America,1985-07-25,2019-02-25,USD,1.0,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Green,34.36,67.4,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2707,1850024,3,2020-01-24,Not Available,1945099,54,77,2,USD,Male,Jouni Ruotsalainen,Clarks,NE,Nebraska,68628,United States,North America,1936-06-23,2020-01-24,USD,1.0,NT Bluetooth Active Headphones E202 Silver,Northwind Traders,Silver,17.45,37.95,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2708,1362000,6,2018-09-23,Not Available,1766887,54,2106,7,USD,Female,Sabrina Aikens,Merna,NE,Nebraska,68856,United States,North America,1973-12-20,2018-09-23,USD,1.0,Contoso Water Heater 4.3GPM M1250 Grey,Contoso,Grey,403.53,877.5,804,Water Heaters,8,Home Appliances,2000.0,2013-06-07
2709,2184018,3,2020-12-23,Not Available,1590518,54,40,4,USD,Male,Robert Carson,Omaha,NE,Nebraska,68102,United States,North America,1992-10-12,2020-12-23,USD,1.0,Contoso 8GB Clock & Radio MP3 Player X850 Blue,Contoso,Blue,99.14,299.23,101,MP4&MP3,1,Audio,2000.0,2013-06-07
2710,1598000,1,2019-05-17,Not Available,1414241,54,1766,1,USD,Female,Cynthia Reed,Scottsbluff,NE,Nebraska,69361,United States,North America,1948-09-25,2019-05-17,USD,1.0,MGS Age of Empires 2008new M420,Tailspin Toys,Black,24.83,54.0,702,Download Games,7,Games and Toys,2000.0,2013-06-07
2711,2170006,5,2020-12-09,Not Available,1264805,54,1693,4,USD,Male,Fletcher Carver,Lexington,NE,Nebraska,68850,United States,North America,1992-01-23,2020-12-09,USD,1.0,SV Hand Games men M30 Black,Southridge Video,Black,3.16,6.88,701,Boxed Games,7,Games and Toys,2000.0,2013-06-07
2712,2119002,3,2020-10-19,Not Available,1414241,54,967,1,USD,Female,Cynthia Reed,Scottsbluff,NE,Nebraska,69361,United States,North America,1948-09-25,2020-10-19,USD,1.0,A. Datum Advanced Digital Camera M300 Grey,A. Datum,Grey,86.68,188.5,401,Digital Cameras,4,Cameras and camcorders,2000.0,2013-06-07
2713,623010,3,2016-09-14,Not Available,1706633,54,1314,8,USD,Female,Patricia Harrison,Shelton,NE,Nebraska,68876,United States,North America,1946-10-28,2016-09-14,USD,1.0,Contoso Conversion Lens M550 Silver,Contoso,Silver,94.27,205.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2013-06-07
2714,1508015,4,2019-02-16,Not Available,1299041,54,83,1,USD,Male,Floyd Petty,Omaha,NE,Nebraska,68137,United States,North America,1985-08-16,2019-02-16,USD,1.0,NT Wireless Bluetooth Stereo Headphones M402 Silver,Northwind Traders,Silver,45.98,99.99,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2715,1505001,1,2019-02-13,Not Available,1706633,54,105,8,USD,Female,Patricia Harrison,Shelton,NE,Nebraska,68876,United States,North America,1946-10-28,2019-02-13,USD,1.0,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Pink,52.88,115.0,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2716,1505001,2,2019-02-13,Not Available,1706633,54,2488,2,USD,Female,Patricia Harrison,Shelton,NE,Nebraska,68876,United States,North America,1946-10-28,2019-02-13,USD,1.0,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.64,14.99,505,Cell phones Accessories,5,Cell phones,2000.0,2013-06-07
2717,1505001,3,2019-02-13,Not Available,1706633,54,1461,6,USD,Female,Patricia Harrison,Shelton,NE,Nebraska,68876,United States,North America,1946-10-28,2019-02-13,USD,1.0,Contoso Touch Screen Phones Capacitive M908 Black,Contoso,Black,141.64,308.0,503,Touch Screen Phones,5,Cell phones,2000.0,2013-06-07
2718,1898012,2,2020-03-12,Not Available,1750109,54,1461,4,USD,Male,Ricky Adams,Omaha,NE,Nebraska,68132,United States,North America,1970-11-05,2020-03-12,USD,1.0,Contoso Touch Screen Phones Capacitive M908 Black,Contoso,Black,141.64,308.0,503,Touch Screen Phones,5,Cell phones,2000.0,2013-06-07
2719,1249002,1,2018-06-02,Not Available,1824698,54,99,2,USD,Male,Brandon Williams,Fremont,NE,Nebraska,68025,United States,North America,1972-06-01,2018-06-02,USD,1.0,WWI Wireless Bluetooth Stereo Headphones M170 Black,Wide World Importers,Black,55.18,120.0,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2720,1713017,1,2019-09-09,Not Available,1390363,54,99,3,USD,Male,Leonard Krueger,Grand Island,NE,Nebraska,68801,United States,North America,1965-09-21,2019-09-09,USD,1.0,WWI Wireless Bluetooth Stereo Headphones M170 Black,Wide World Importers,Black,55.18,120.0,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2721,1279008,3,2018-07-02,Not Available,1831168,54,422,3,USD,Male,Bruce Mosley,Omaha,NE,Nebraska,68164,United States,North America,1950-10-28,2018-07-02,USD,1.0,Adventure Works Desktop PC2.33 XD233 Black,Adventure Works,Black,321.05,969.0,303,Desktops,3,Computers,2000.0,2013-06-07
2722,1592001,4,2019-05-11,Not Available,1270478,54,1697,3,USD,Male,John Kwan,Omaha,NE,Nebraska,68114,United States,North America,1962-01-04,2019-05-11,USD,1.0,SV Hand Games for kids E30 Red,Southridge Video,Red,2.75,5.39,701,Boxed Games,7,Games and Toys,2000.0,2013-06-07
2723,783016,3,2017-02-21,Not Available,2040948,54,1697,2,USD,Male,Petronio Alicea,Lincoln,NE,Nebraska,68501,United States,North America,1968-05-04,2017-02-21,USD,1.0,SV Hand Games for kids E30 Red,Southridge Video,Red,2.75,5.39,701,Boxed Games,7,Games and Toys,2000.0,2013-06-07
2724,2170006,4,2020-12-09,Not Available,1264805,54,1696,3,USD,Male,Fletcher Carver,Lexington,NE,Nebraska,68850,United States,North America,1992-01-23,2020-12-09,USD,1.0,SV Hand Games for Office worker L28 Black,Southridge Video,Black,5.63,16.99,701,Boxed Games,7,Games and Toys,2000.0,2013-06-07
2725,1898012,1,2020-03-12,Not Available,1750109,54,1739,1,USD,Male,Ricky Adams,Omaha,NE,Nebraska,68132,United States,North America,1970-11-05,2020-03-12,USD,1.0,MGS RalliSport Challenge E115,Tailspin Toys,Silver,14.28,28.0,702,Download Games,7,Games and Toys,2000.0,2013-06-07
2726,736013,2,2017-01-05,Not Available,2075723,54,424,7,USD,Female,Heloise Labelle,Lincoln,NE,Nebraska,68501,United States,North America,1973-02-28,2017-01-05,USD,1.0,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,137.63,269.95,303,Desktops,3,Computers,2000.0,2013-06-07
2727,1074018,1,2017-12-09,Not Available,1706633,54,145,1,USD,Female,Patricia Harrison,Shelton,NE,Nebraska,68876,United States,North America,1946-10-28,2017-12-09,USD,1.0,"Adventure Works 52"" LCD HDTV X590 Silver",Adventure Works,Silver,960.82,2899.99,201,Televisions,2,TV and Video,2000.0,2013-06-07
2728,1755017,3,2019-10-21,Not Available,1849661,54,1624,1,USD,Female,Karen Howard,Omaha,NE,Nebraska,68132,United States,North America,1957-04-11,2019-10-21,USD,1.0,Contoso DVD Recorder L220 White,Contoso,White,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
2729,1811018,1,2019-12-16,Not Available,2007280,54,1624,8,USD,Female,Kvetoslava Marková,Callaway,NE,Nebraska,68825,United States,North America,1946-07-29,2019-12-16,USD,1.0,Contoso DVD Recorder L220 White,Contoso,White,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
2730,784009,2,2017-02-22,Not Available,1780047,54,1572,1,USD,Female,Patricia Martin,Omaha,NE,Nebraska,68102,United States,North America,1965-06-21,2017-02-22,USD,1.0,SV DVD Player M110 Silver,Southridge Video,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
2731,2184018,1,2020-12-23,Not Available,1590518,54,1469,2,USD,Male,Robert Carson,Omaha,NE,Nebraska,68102,United States,North America,1992-10-12,2020-12-23,USD,1.0,Contoso Touch Screen Phones  - LCD M12 Black,Contoso,Black,91.97,200.0,503,Touch Screen Phones,5,Cell phones,2000.0,2013-06-07
2732,1114004,2,2018-01-18,Not Available,1390363,54,70,3,USD,Male,Leonard Krueger,Grand Island,NE,Nebraska,68801,United States,North America,1965-09-21,2018-01-18,USD,1.0,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Silver,22.05,47.95,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2733,799003,1,2017-03-09,Not Available,2007280,54,451,1,USD,Female,Kvetoslava Marková,Callaway,NE,Nebraska,68825,United States,North America,1946-07-29,2017-03-09,USD,1.0,WWI Desktop PC2.30 M2300 Silver,Wide World Importers,Silver,257.06,559.0,303,Desktops,3,Computers,2000.0,2013-06-07
2734,1688030,1,2019-08-15,Not Available,1366540,54,57,7,USD,Male,Robert Schantz,Lincoln,NE,Nebraska,68501,United States,North America,1983-05-15,2019-08-15,USD,1.0,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Black,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2013-06-07
2735,857012,5,2017-05-06,Not Available,1906975,54,1600,4,USD,Male,Jules Boncoeur,Omaha,NE,Nebraska,68114,United States,North America,1983-03-09,2017-05-06,USD,1.0,SV DVD External DVD Burner M200 Silver,Southridge Video,Silver,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
2736,624003,2,2016-09-15,Not Available,2007280,54,2508,8,USD,Female,Kvetoslava Marková,Callaway,NE,Nebraska,68825,United States,North America,1946-07-29,2016-09-15,USD,1.0,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,Contoso,Silver,2.42,4.74,505,Cell phones Accessories,5,Cell phones,2000.0,2013-06-07
2737,2119002,2,2020-10-19,Not Available,1414241,54,1757,1,USD,Female,Cynthia Reed,Scottsbluff,NE,Nebraska,69361,United States,North America,1948-09-25,2020-10-19,USD,1.0,MGS MechCommander 2 E123,Tailspin Toys,Black,28.5,55.9,702,Download Games,7,Games and Toys,2000.0,2013-06-07
2738,1519037,2,2019-02-27,Not Available,1813480,54,428,2,USD,Male,Steven Prado,Grand Island,NE,Nebraska,68801,United States,North America,1958-03-29,2019-02-27,USD,1.0,Adventure Works Desktop PC2.33 XD233 Brown,Adventure Works,Brown,321.05,969.0,303,Desktops,3,Computers,2000.0,2013-06-07
2739,1653009,1,2019-07-11,Not Available,2040948,54,427,2,USD,Male,Petronio Alicea,Lincoln,NE,Nebraska,68501,United States,North America,1968-05-04,2019-07-11,USD,1.0,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,215.68,469.0,303,Desktops,3,Computers,2000.0,2013-06-07
2740,1592001,2,2019-05-11,Not Available,1270478,54,427,4,USD,Male,John Kwan,Omaha,NE,Nebraska,68114,United States,North America,1962-01-04,2019-05-11,USD,1.0,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,215.68,469.0,303,Desktops,3,Computers,2000.0,2013-06-07
2741,1014003,2,2017-10-10,Not Available,1414241,54,427,1,USD,Female,Cynthia Reed,Scottsbluff,NE,Nebraska,69361,United States,North America,1948-09-25,2017-10-10,USD,1.0,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,215.68,469.0,303,Desktops,3,Computers,2000.0,2013-06-07
2742,2014000,1,2020-07-06,Not Available,2001755,54,1460,1,USD,Female,Mie Huus,Lincoln,NE,Nebraska,68501,United States,North America,1960-01-09,2020-07-06,USD,1.0,Contoso Touch Screen Phones Infrared M901 Black,Contoso,Black,137.96,300.0,503,Touch Screen Phones,5,Cell phones,2000.0,2013-06-07
2743,1362000,2,2018-09-23,Not Available,1766887,54,400,5,USD,Female,Sabrina Aikens,Merna,NE,Nebraska,68856,United States,North America,1973-12-20,2018-09-23,USD,1.0,WWI Laptop15.4W M0156 White,Wide World Importers,White,348.58,758.0,301,Laptops,3,Computers,2000.0,2013-06-07
2744,2054006,1,2020-08-15,Not Available,1780047,54,1735,3,USD,Female,Patricia Martin,Omaha,NE,Nebraska,68102,United States,North America,1965-06-21,2020-08-15,USD,1.0,MGS Flight Simulator 2004: A Century of Flight E111,Tailspin Toys,Black,14.28,28.0,702,Download Games,7,Games and Toys,2000.0,2013-06-07
2745,1480038,1,2019-01-19,Not Available,1590518,54,2517,7,USD,Male,Robert Carson,Omaha,NE,Nebraska,68102,United States,North America,1992-10-12,2019-01-19,USD,1.0,Contoso In-Line Coupler E180 Silver,Contoso,Silver,1.71,3.35,505,Cell phones Accessories,5,Cell phones,2000.0,2013-06-07
2746,1463024,1,2019-01-02,Not Available,1390363,54,2039,9,USD,Male,Leonard Krueger,Grand Island,NE,Nebraska,68801,United States,North America,1965-09-21,2019-01-02,USD,1.0,Litware Microwave 1.6CuFt M125 Red,Litware,Red,82.77,179.99,803,Microwaves,8,Home Appliances,2000.0,2013-06-07
2747,621006,1,2016-09-12,Not Available,1616162,54,1590,6,USD,Female,Tina Smith,Grand Island,NE,Nebraska,68801,United States,North America,1971-01-12,2016-09-12,USD,1.0,SV DVD 60 DVD Storage Binder L20 Silver,Southridge Video,Silver,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
2748,1876039,4,2020-02-19,Not Available,1309524,54,1663,3,USD,Male,Vincent Murphy,Omaha,NE,Nebraska,68102,United States,North America,1952-04-02,2020-02-19,USD,1.0,MGS Hand Games men M300 Yellow,Tailspin Toys,Yellow,3.17,6.89,701,Boxed Games,7,Games and Toys,2000.0,2013-06-07
2749,678003,1,2016-11-08,Not Available,2001755,54,449,8,USD,Female,Mie Huus,Lincoln,NE,Nebraska,68501,United States,North America,1960-01-09,2016-11-08,USD,1.0,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Black,160.49,349.0,303,Desktops,3,Computers,2000.0,2013-06-07
2750,1487016,2,2019-01-26,Not Available,1314795,54,1673,1,USD,Female,Aurora Poole,Omaha,NE,Nebraska,68104,United States,North America,1958-08-25,2019-01-26,USD,1.0,MGS Hand Games for kids E300 Red,Tailspin Toys,Red,2.8,5.5,701,Boxed Games,7,Games and Toys,2000.0,2013-06-07
2751,783016,2,2017-02-21,Not Available,2040948,54,756,3,USD,Male,Petronio Alicea,Lincoln,NE,Nebraska,68501,United States,North America,1968-05-04,2017-02-21,USD,1.0,Contoso USB 2.0 Dock Station docking station M800 Black,Contoso,Black,13.75,29.9,308,Computers Accessories,3,Computers,2000.0,2013-06-07
2752,1872028,1,2020-02-15,Not Available,1635245,54,1533,2,USD,Female,Ruth Dixon,Spalding,NE,Nebraska,68665,United States,North America,1984-05-09,2020-02-15,USD,1.0,The Phone Company PDA Palm 3.7 inch M830 Black,The Phone Company,Black,137.5,299.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2013-06-07
2753,1872028,2,2020-02-15,Not Available,1635245,54,1428,1,USD,Female,Ruth Dixon,Spalding,NE,Nebraska,68665,United States,North America,1984-05-09,2020-02-15,USD,1.0,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",The Phone Company,Grey,123.24,268.0,503,Touch Screen Phones,5,Cell phones,2000.0,2013-06-07
2754,1872028,4,2020-02-15,Not Available,1635245,54,1775,7,USD,Female,Ruth Dixon,Spalding,NE,Nebraska,68665,United States,North America,1984-05-09,2020-02-15,USD,1.0,MGS Shadow-run 2008 E131,Tailspin Toys,Pink,21.92,43.0,702,Download Games,7,Games and Toys,2000.0,2013-06-07
2755,1634040,1,2019-06-22,Not Available,1469379,54,98,2,USD,Male,Charles Bassham,Homer,NE,Nebraska,68030,United States,North America,1965-11-20,2019-06-22,USD,1.0,WWI Wireless Bluetooth Stereo Headphones M170 Silver,Wide World Importers,Silver,55.18,120.0,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
2756,1898012,3,2020-03-12,Not Available,1750109,54,1755,2,USD,Male,Ricky Adams,Omaha,NE,Nebraska,68132,United States,North America,1970-11-05,2020-03-12,USD,1.0,MGS MechWarrior 4: Knight E121,Tailspin Toys,Black,33.09,64.9,702,Download Games,7,Games and Toys,2000.0,2013-06-07
2757,518007,2,2016-06-01,Not Available,1572525,54,2089,2,USD,Female,Judy Arambula,Hordville,NE,Nebraska,68846,United States,North America,1986-10-10,2016-06-01,USD,1.0,Contoso Water Heater 1.5GPM E0800 White,Contoso,White,131.28,257.5,804,Water Heaters,8,Home Appliances,2000.0,2013-06-07
2758,560002,1,2016-07-13,Not Available,1849661,54,2148,3,USD,Female,Karen Howard,Omaha,NE,Nebraska,68132,United States,North America,1957-04-11,2016-07-13,USD,1.0,Adventure Works Coffee Maker 12C M100 Silver,Adventure Works,Silver,204.64,445.0,805,Coffee Machines,8,Home Appliances,2000.0,2013-06-07
2759,1755017,1,2019-10-21,Not Available,1849661,54,380,2,USD,Female,Karen Howard,Omaha,NE,Nebraska,68132,United States,North America,1957-04-11,2019-10-21,USD,1.0,Adventure Works Laptop19W X1980 Red,Adventure Works,Red,430.38,1299.0,301,Laptops,3,Computers,2000.0,2013-06-07
2760,1713017,2,2019-09-09,Not Available,1390363,54,1765,1,USD,Male,Leonard Krueger,Grand Island,NE,Nebraska,68801,United States,North America,1965-09-21,2019-09-09,USD,1.0,MGS Age of Empires Expansion: The Rise of Rome X900,Tailspin Toys,Blue,198.39,598.8,702,Download Games,7,Games and Toys,2000.0,2013-06-07
2761,966003,1,2017-08-23,Not Available,1824698,54,49,3,USD,Male,Brandon Williams,Fremont,NE,Nebraska,68025,United States,North America,1972-06-01,2017-08-23,USD,1.0,WWI 2GB Pulse Smart pen M100 White,Wide World Importers,White,91.95,199.95,104,Recording Pen,1,Audio,2000.0,2013-06-07
2762,1448006,1,2018-12-18,Not Available,1911774,54,973,2,USD,Female,Julia Mäenpää,Omaha,NE,Nebraska,68102,United States,North America,1979-11-06,2018-12-18,USD,1.0,A. Datum Rangefinder Digital Camera X200 Pink,A. Datum,Pink,66.26,200.0,401,Digital Cameras,4,Cameras and camcorders,2000.0,2013-06-07
